chromo,strand,start,end,count,alt3,alt5,alt3+5,skip,constitLevel,inclLevel,3usageLevel,genename
chr9,-,23762005,23762249,19,4,0,0,0,0.826,1.000,0.826,ELAVL2
chr9,+,33338509,33338589,24,5,0,0,0,0.828,1.000,0.828,NFX1
chr9,-,35562379,35562574,5,5,0,0,0,0.500,1.000,0.500,FAM166B
chr9,+,67884485,67884570,5,4,0,0,0,0.556,1.000,0.556,ANKRD20A1
chr9,+,72195499,72195588,46,8,0,0,0,0.852,1.000,0.852,GDA
chr9,-,72360627,72360787,143,5,0,0,0,0.966,1.000,0.966,ZFAND5
chr9,-,76644738,76644912,32,28,0,0,0,0.533,1.000,0.533,PRUNE2
chr9,+,79652592,79652794,14,10,0,0,0,0.583,1.000,0.583,TLE4
chr9,-,83970736,83970819,225,5,0,0,0,0.978,1.000,0.978,HNRNPK
chr9,-,83977688,83977786,1832,4,0,0,0,0.998,1.000,0.998,HNRNPK
chr9,-,85655142,85655320,11,5,0,0,0,0.688,1.000,0.688,AGTPBP1
chr9,+,89334521,89334730,22,9,0,0,0,0.710,1.000,0.710,SECISBP2
chr9,-,92250712,92250834,63,7,0,0,0,0.900,1.000,0.900,IARS
chr9,-,92403233,92403482,57,6,0,0,0,0.905,1.000,0.905,OGN
chr9,-,92514630,92515137,5,4,0,0,0,0.556,1.000,0.556,ECM2
chr9,+,93034540,93034681,16,4,0,0,0,0.800,1.000,0.800,FGD3
chr9,+,93515666,93515767,25,6,0,0,0,0.806,1.000,0.806,FAM120A
chr9,+,94558883,94559152,13,8,0,0,0,0.619,1.000,0.619,PCAT7
chr9,-,98756419,98756603,7,4,0,0,0,0.636,1.000,0.636,ANKS6
chr9,+,101399925,101400010,26,9,0,0,0,0.743,1.000,0.743,ZNF189
chr9,-,101428468,101428523,93,10,0,0,0,0.903,1.000,0.903,ALDOB
chr9,+,106932445,106932549,8,5,0,0,0,0.615,1.000,0.615,ZNF462
chr9,-,113049790,113049872,11,6,0,0,0,0.647,1.000,0.647,ZFP37
chr9,-,113273328,113273438,85,7,0,0,0,0.924,1.000,0.924,CDC26
chr9,+,113276547,113276725,173,58,0,0,0,0.749,1.000,0.749,PRPF4
chr9,-,114060924,114061098,30,6,0,0,0,0.833,1.000,0.833,AMBP
chr9,-,116975207,116975345,9,6,0,0,0,0.600,1.000,0.600,ASTN2
chr9,-,120787768,120788278,19,6,0,0,0,0.760,1.000,0.760,FBXW2
chr9,-,124554327,124554558,6,6,0,0,0,0.500,1.000,0.500,NR6A1
chr9,+,127403659,127403803,23,4,0,0,0,0.852,1.000,0.852,SLC2A8
chr9,+,127806972,127807087,222,6,0,0,0,0.974,1.000,0.974,FPGS
chr9,-,127873025,127873061,159,4,0,0,0,0.975,1.000,0.975,"RP11-203J24.9,AK1"
chr9,-,127894511,127894691,168,14,0,0,0,0.923,1.000,0.923,ST6GALNAC6
chr9,-,127909950,127910058,43,5,0,0,0,0.896,1.000,0.896,ST6GALNAC4
chr9,-,128170019,128170107,85,9,0,0,0,0.904,1.000,0.904,CIZ1
chr9,-,128180720,128180814,130,27,0,0,0,0.828,1.000,0.828,CIZ1
chr9,+,128276706,128276755,44,8,0,0,0,0.846,1.000,0.846,SWI5
chr9,+,128355052,128355190,21,6,0,0,0,0.778,1.000,0.778,SLC27A4
chr9,+,128378035,128378106,146,17,0,0,0,0.896,1.000,0.896,URM1
chr9,-,128635091,128635259,76,6,0,0,0,0.927,1.000,0.927,WDR34
chr9,-,128721650,128721817,73,4,0,0,0,0.948,1.000,0.948,ZDHHC12
chr9,-,128722437,128722574,82,7,0,0,0,0.921,1.000,0.921,ZDHHC12
chr9,+,128999171,128999317,48,25,0,0,0,0.658,1.000,0.658,NUP188
chr9,-,129899964,129900101,34,5,0,0,0,0.872,1.000,0.872,FNBP1
chr9,-,131530485,131530645,143,6,0,0,0,0.960,1.000,0.960,UCK1
chr9,-,132910570,132910692,7,5,0,0,0,0.583,1.000,0.583,TSC1
chr9,-,133109625,133109721,25,18,0,0,0,0.581,1.000,0.581,RALGDS
chr9,+,133351001,133351071,3019,28,0,0,0,0.991,1.000,0.991,RPL7A
chr9,+,135548707,135548809,4,4,0,0,0,0.500,1.000,0.500,OBP2A
chr9,-,135938221,135938360,32,4,0,0,0,0.889,1.000,0.889,UBAC1
chr9,-,136446854,136446949,66,21,0,0,0,0.759,1.000,0.759,SEC16A
chr9,+,136664691,136664785,34,9,0,0,0,0.791,1.000,0.791,EGFL7
chr9,+,136832264,136832370,115,4,0,0,0,0.966,1.000,0.966,RABL6
chr9,+,136849110,136849590,3,4,0,0,0,0.429,1.000,0.429,PHPT1
chr9,-,137020335,137020495,11,4,0,0,0,0.733,1.000,0.733,ABCA2
chr9,+,137104602,137106315,1,42,0,0,0,0.023,1.000,0.023,MAN1B1
chr9,+,137107249,137107447,36,5,0,0,0,0.878,1.000,0.878,MAN1B1
chr9,+,137252661,137252965,8,4,0,0,0,0.667,1.000,0.667,C9orf173
chr9,+,137614031,137614214,68,7,0,0,0,0.907,1.000,0.907,ARRDC1
chr9,+,137743370,137743528,8,4,0,0,0,0.667,1.000,0.667,EHMT1
chr10,-,5400843,5400967,6,5,0,0,0,0.545,1.000,0.545,TUBAL3
chr10,-,6510994,6511194,33,5,0,0,0,0.868,1.000,0.868,PRKCQ
chr10,+,11321206,11321386,10,6,0,0,0,0.625,1.000,0.625,CELF2
chr10,+,13109111,13109288,181,4,0,0,0,0.978,1.000,0.978,OPTN
chr10,+,13172627,13172765,9,6,0,0,0,0.600,1.000,0.600,MCM10
chr10,+,17229890,17229985,3,11,0,0,0,0.214,1.000,0.214,VIM
chr10,-,27240318,27240484,46,10,0,0,0,0.821,1.000,0.821,ACBD5
chr10,+,28616172,28616362,46,10,0,0,0,0.821,1.000,0.821,WAC
chr10,-,46009410,46009551,86,6,0,0,0,0.935,1.000,0.935,NCOA4
chr10,+,50069546,50069711,48,4,0,0,0,0.923,1.000,0.923,FAM21A
chr10,-,50813856,50814038,11,6,0,0,0,0.647,1.000,0.647,A1CF
chr10,-,60042671,60042759,12,6,0,0,0,0.667,1.000,0.667,ANK3
chr10,-,60134270,60134373,26,4,0,0,0,0.867,1.000,0.867,ANK3
chr10,-,62815860,62815969,8,7,0,0,0,0.533,1.000,0.533,EGR2
chr10,-,68306760,68306906,23,8,0,0,0,0.742,1.000,0.742,PBLD
chr10,-,70123906,70124097,64,16,0,0,0,0.800,1.000,0.800,AIFM2
chr10,-,72072502,72072548,129,7,0,0,0,0.949,1.000,0.949,SPOCK2
chr10,-,73251762,73252023,230,8,0,0,0,0.966,1.000,0.966,MRPS16
chr10,-,73345064,73345244,6,5,0,0,0,0.545,1.000,0.545,CFAP70
chr10,-,73446491,73446573,36,33,0,0,0,0.522,1.000,0.522,PPP3CB
chr10,+,73794555,73794639,16,9,0,0,0,0.640,1.000,0.640,ZSWIM8
chr10,+,73801016,73801195,19,4,0,0,0,0.826,1.000,0.826,ZSWIM8
chr10,-,79558885,79559005,52,10,0,0,0,0.839,1.000,0.839,SFTPA2
chr10,+,79612311,79612431,34,8,0,0,0,0.810,1.000,0.810,SFTPA1
chr10,+,84248909,84249043,16,17,0,0,0,0.485,1.000,0.485,RGR
chr10,-,86521364,86521541,5,6,0,0,0,0.455,1.000,0.455,WAPL
chr10,+,86960000,86960128,72,5,0,0,0,0.935,1.000,0.935,SNCG
chr10,+,88667286,88667402,528,12,0,0,0,0.978,1.000,0.978,LIPF
chr10,-,88941228,88941390,148,4,0,0,0,0.974,1.000,0.974,ACTA2
chr10,+,96057087,96057247,9,8,0,0,0,0.529,1.000,0.529,CCNJ
chr10,+,96133582,96133648,8,5,0,0,0,0.615,1.000,0.615,ZNF518A
chr10,-,97466058,97466159,52,7,0,0,0,0.881,1.000,0.881,MMS19
chr10,+,97751390,97751462,32,5,0,0,0,0.865,1.000,0.865,ZFYVE27
chr10,-,98445299,98445413,116,10,0,0,0,0.921,1.000,0.921,HPS1
chr10,-,99406725,99406849,497,4,0,0,0,0.992,1.000,0.992,GOT1
chr10,-,100507907,100508048,13,12,0,0,0,0.520,1.000,0.520,SEC31B
chr10,-,100516873,100516960,21,11,0,0,0,0.656,1.000,0.656,"RP11-411B6.6,SEC31B"
chr10,-,101774731,101774879,8,5,0,0,0,0.615,1.000,0.615,FGF8
chr10,-,102488149,102488275,984,6,0,0,0,0.994,1.000,0.994,ACTR1A
chr10,+,110881232,110881535,230,43,0,0,0,0.842,1.000,0.842,PDCD4
chr10,-,112443514,112443606,21,6,0,0,0,0.778,1.000,0.778,ZDHHC6
chr10,+,113150997,113151123,45,10,0,0,0,0.818,1.000,0.818,TCF7L2
chr10,+,113721031,113721168,227,5,0,0,0,0.978,1.000,0.978,CASP7
chr10,-,118336181,118336423,141,5,0,0,0,0.966,1.000,0.966,FAM204A
chr10,-,119582458,119582557,36,12,0,0,0,0.750,1.000,0.750,TIAL1
chr10,+,122215390,122215451,41,6,0,0,0,0.872,1.000,0.872,TACC2
chr10,-,122998492,122998671,45,4,0,0,0,0.918,1.000,0.918,IKZF5
chr10,-,132227976,132228128,20,7,0,0,0,0.741,1.000,0.741,STK32C
chr10,-,133299984,133300113,222,7,0,0,0,0.969,1.000,0.969,TUBGCP2
chr11,-,205951,206043,217,17,0,0,0,0.927,1.000,0.927,BET1L
chr11,+,209270,209318,467,52,0,0,0,0.900,1.000,0.900,RIC8A
chr11,+,289803,290075,6,6,0,0,0,0.500,1.000,0.500,ATHL1
chr11,+,293593,293727,18,4,0,0,0,0.818,1.000,0.818,ATHL1
chr11,-,431998,432054,22,10,0,0,0,0.688,1.000,0.688,ANO9
chr11,-,500483,500654,442,11,0,0,0,0.976,1.000,0.976,RNH1
chr11,-,502061,502181,290,219,0,0,0,0.570,1.000,0.570,RNH1
chr11,+,605604,605724,10,5,0,0,0,0.667,1.000,0.667,PHRF1
chr11,+,758949,759057,555,6,0,0,0,0.989,1.000,0.989,TALDO1
chr11,-,794986,795169,186,16,0,0,0,0.921,1.000,0.921,SLC25A22
chr11,-,803173,803587,30,14,0,0,0,0.682,1.000,0.682,PIDD1
chr11,+,1835093,1835199,14,5,0,0,0,0.737,1.000,0.737,SYT8
chr11,-,1996286,1996421,406,5,0,0,0,0.988,1.000,0.988,H19
chr11,-,2133516,2133665,95,16,0,0,0,0.856,1.000,0.856,"IGF2,INS-IGF2"
chr11,+,2146244,2146527,5,4,0,0,0,0.556,1.000,0.556,IGF2-AS
chr11,-,2169649,2169871,14,7,0,0,0,0.667,1.000,0.667,TH
chr11,-,2972101,2972243,467,6,0,0,0,0.987,1.000,0.987,NAP1L4
chr11,-,3040895,3040984,341,63,0,0,0,0.844,1.000,0.844,CARS
chr11,-,3042164,3042256,381,4,0,0,0,0.990,1.000,0.990,CARS
chr11,-,6224378,6224707,99,14,0,0,0,0.876,1.000,0.876,FAM160A2
chr11,+,6604225,6604360,144,87,0,0,0,0.623,1.000,0.623,ILK
chr11,+,8684005,8684081,1175,11,0,0,0,0.991,1.000,0.991,RPL27A
chr11,+,8684717,8684892,1207,6,0,0,0,0.995,1.000,0.995,RPL27A
chr11,+,10504548,10504659,21,4,0,0,0,0.840,1.000,0.840,AMPD3
chr11,-,18743321,18743429,66,7,0,0,0,0.904,1.000,0.904,PTPN5
chr11,+,19142977,19143123,59,4,0,0,0,0.937,1.000,0.937,ZDHHC13
chr11,+,24729168,24729286,11,7,0,0,0,0.611,1.000,0.611,LUZP2
chr11,+,27055395,27055649,23,9,0,0,0,0.719,1.000,0.719,BBOX1
chr11,+,28296752,28296931,5,5,0,0,0,0.500,1.000,0.500,METTL15
chr11,+,31603767,31603907,38,9,0,0,0,0.809,1.000,0.809,ELP4
chr11,+,43886605,43886653,28,29,0,0,0,0.491,1.000,0.491,ALKBH3
chr11,-,44938206,44938366,273,6,0,0,0,0.978,1.000,0.978,TP53I11
chr11,-,45969814,45969904,11,5,0,0,0,0.688,1.000,0.688,PHF21A
chr11,-,47183003,47183069,57,6,0,0,0,0.905,1.000,0.905,PACSIN3
chr11,-,47425866,47425950,599,9,0,0,0,0.985,1.000,0.985,PSMC3
chr11,-,47476845,47476956,26,20,0,0,0,0.565,1.000,0.565,CELF1
chr11,-,47478876,47478952,27,9,0,0,0,0.750,1.000,0.750,CELF1
chr11,-,57425988,57426352,156,35,0,0,0,0.817,1.000,0.817,SLC43A3
chr11,+,60430795,60430924,16,4,0,0,0,0.800,1.000,0.800,MS4A5
chr11,+,60931685,60931884,24,19,0,0,0,0.558,1.000,0.558,TMEM132A
chr11,+,61780959,61781045,17,8,0,0,0,0.680,1.000,0.680,MYRF
chr11,+,61783512,61783600,14,7,0,0,0,0.667,1.000,0.667,MYRF
chr11,-,61967311,61967453,10,4,0,0,0,0.714,1.000,0.714,FTH1
chr11,+,62337966,62338167,86,43,0,0,0,0.667,1.000,0.667,ASRGL1
chr11,-,62566805,62567010,1066,14,0,0,0,0.987,1.000,0.987,"RP11-864I4.1,EEF1G"
chr11,-,62611086,62611344,19,12,0,0,0,0.613,1.000,0.613,EML3
chr11,-,62677517,62677634,90,4,0,0,0,0.957,1.000,0.957,UBXN1
chr11,+,63749990,63750198,1530,5,0,0,0,0.997,1.000,0.997,RTN3
chr11,+,63902603,63902782,16,8,0,0,0,0.667,1.000,0.667,MARK2
chr11,+,64207350,64207524,77,22,0,0,0,0.778,1.000,0.778,FERMT3
chr11,+,64297466,64297653,8,5,0,0,0,0.615,1.000,0.615,"RP11-783K16.10,KCNK4"
chr11,-,64317057,64317147,322,5,0,0,0,0.985,1.000,0.985,TRMT112
chr11,+,64368467,64368601,12,7,0,0,0,0.632,1.000,0.632,RPS6KA4
chr11,-,64797103,64797192,17,5,0,0,0,0.773,1.000,0.773,MAP4K2
chr11,-,64878060,64878487,36,6,0,0,0,0.857,1.000,0.857,EHD1
chr11,+,65027317,65027636,5,4,0,0,0,0.556,1.000,0.556,ARL2-SNX15
chr11,-,65130001,65130175,51,12,0,0,0,0.810,1.000,0.810,SYVN1
chr11,+,65536985,65537128,32,10,0,0,0,0.762,1.000,0.762,SCYL1
chr11,+,65649560,65649672,20,7,0,0,0,0.741,1.000,0.741,SIPA1
chr11,-,66000302,66000481,15,21,0,0,0,0.417,1.000,0.417,EIF1AD
chr11,+,66055534,66055585,134,14,0,0,0,0.905,1.000,0.905,SF3B2
chr11,+,66057265,66057375,71,9,0,0,0,0.887,1.000,0.887,SF3B2
chr11,+,66258583,66258822,46,31,0,0,0,0.597,1.000,0.597,KLC2
chr11,-,66371562,66371611,4,5,0,0,0,0.444,1.000,0.444,SLC29A2
chr11,+,66838366,66838445,10,10,0,0,0,0.500,1.000,0.500,C11orf80
chr11,+,66843955,66844039,42,7,0,0,0,0.857,1.000,0.857,RCE1
chr11,+,67304772,67305007,67,4,0,0,0,0.944,1.000,0.944,SSH3
chr11,+,67404190,67404354,20,6,0,0,0,0.769,1.000,0.769,TBC1D10C
chr11,+,67405902,67406017,27,5,0,0,0,0.844,1.000,0.844,TBC1D10C
chr11,-,67467500,67467590,86,34,0,0,0,0.717,1.000,0.717,TMEM134
chr11,-,67496177,67496348,19,6,0,0,0,0.760,1.000,0.760,PITPNM1
chr11,+,68587926,68588024,25,8,0,0,0,0.758,1.000,0.758,PPP6R3
chr11,+,73887039,73887099,13,6,0,0,0,0.684,1.000,0.684,PAAF1
chr11,+,74969564,74969699,228,5,0,0,0,0.979,1.000,0.979,SPCS2
chr11,-,84534569,84534731,37,4,0,0,0,0.902,1.000,0.902,DLG2
chr11,-,85981871,85982003,34,16,0,0,0,0.680,1.000,0.680,PICALM
chr11,+,93729613,93729781,8,4,0,0,0,0.667,1.000,0.667,CEP295
chr11,-,93733349,93733397,25,6,0,0,0,0.806,1.000,0.806,TAF1D
chr11,+,95812931,95813111,85,4,0,0,0,0.955,1.000,0.955,CEP57
chr11,-,104000050,104000255,28,15,0,0,0,0.651,1.000,0.651,PDGFD
chr11,-,111838248,111838378,20,14,0,0,0,0.588,1.000,0.588,"RP11-108O10.8,ALG9"
chr11,+,113255873,113256001,14,14,0,0,0,0.500,1.000,0.500,NCAM1
chr11,+,114405705,114405799,88,54,0,0,0,0.620,1.000,0.620,"RBM7,RP11-212D19.4"
chr11,+,116830569,116830637,13,4,0,0,0,0.765,1.000,0.765,APOC3
chr11,-,116846382,116846553,35,4,0,0,0,0.897,1.000,0.897,SIK3
chr11,-,116857809,116858699,5,4,0,0,0,0.556,1.000,0.556,SIK3
chr11,-,117293870,117294008,60,22,0,0,0,0.732,1.000,0.732,BACE1
chr11,-,117841989,117842028,458,23,0,0,0,0.952,1.000,0.952,"FXYD6-FXYD2,FXYD6"
chr11,+,118474178,118474315,13,4,0,0,0,0.765,1.000,0.765,KMT2A
chr11,+,118534265,118534355,22,4,0,0,0,0.846,1.000,0.846,TMEM25
chr11,-,119045780,119045831,44,15,0,0,0,0.746,1.000,0.746,HYOU1
chr11,-,119055184,119055339,637,4,0,0,0,0.994,1.000,0.994,HYOU1
chr11,+,119069195,119069344,208,6,0,0,0,0.972,1.000,0.972,VPS11
chr11,+,119069441,119069577,185,5,0,0,0,0.974,1.000,0.974,VPS11
chr11,+,119113854,119113988,18,4,0,0,0,0.818,1.000,0.818,C2CD2L
chr11,+,119185924,119185952,35,7,0,0,0,0.833,1.000,0.833,PDZD3
chr11,-,119420050,119420386,710,11,0,0,0,0.985,1.000,0.985,THY1
chr11,-,123058251,123058484,701,5,0,0,0,0.993,1.000,0.993,HSPA8
chr11,-,123060115,123060268,1915,8,0,0,0,0.996,1.000,0.996,HSPA8
chr11,+,124117496,124117554,123,4,0,0,0,0.969,1.000,0.969,VWA5A
chr11,+,124626903,124627050,22,4,0,0,0,0.846,1.000,0.846,TBRG1
chr11,+,124745961,124745982,22,22,0,0,0,0.500,1.000,0.500,NRGN
chr11,-,125101200,125101303,51,4,0,0,0,0.927,1.000,0.927,TMEM218
chr11,+,126261424,126261484,16,8,0,0,0,0.667,1.000,0.667,FAM118B
chr11,-,132437221,132437359,28,4,0,0,0,0.875,1.000,0.875,OPCML
chr12,+,2674540,2674642,22,9,0,0,0,0.710,1.000,0.710,CACNA1C
chr12,-,2864682,2864752,71,4,0,0,0,0.947,1.000,0.947,FOXM1
chr12,+,4591159,4591298,19,4,0,0,0,0.826,1.000,0.826,DYRK4
chr12,-,6333366,6333516,130,4,0,0,0,0.970,1.000,0.970,TNFRSF1A
chr12,+,6385021,6385147,257,5,0,0,0,0.981,1.000,0.981,LTBR
chr12,-,6448639,6448737,23,11,0,0,0,0.676,1.000,0.676,CD27-AS1
chr12,-,6548064,6548160,26,10,0,0,0,0.722,1.000,0.722,IFFO1
chr12,-,6601959,6602175,20,12,0,0,0,0.625,1.000,0.625,CHD4
chr12,-,6652661,6652767,69,45,0,0,0,0.605,1.000,0.605,ING4
chr12,-,6678126,6678460,13,5,0,0,0,0.722,1.000,0.722,ZNF384
chr12,-,6679454,6679525,81,5,0,0,0,0.942,1.000,0.942,ZNF384
chr12,+,6769920,6769999,102,5,0,0,0,0.953,1.000,0.953,PTMS
chr12,-,6849564,6849858,36,4,0,0,0,0.900,1.000,0.900,CDCA3
chr12,+,6870048,6870136,1428,7,0,0,0,0.995,1.000,0.995,TPI1
chr12,+,6915820,6915917,721,110,0,0,0,0.868,1.000,0.868,ENO2
chr12,+,7203431,7203551,25,6,0,0,0,0.806,1.000,0.806,PEX5
chr12,-,7479859,7479913,12,5,0,0,0,0.706,1.000,0.706,CD163
chr12,+,8780574,8780739,11,4,0,0,0,0.733,1.000,0.733,RIMKLB
chr12,-,8946228,8946405,594,16,0,0,0,0.974,1.000,0.974,M6PR
chr12,-,9402426,9402556,26,10,0,0,0,0.722,1.000,0.722,onlyEST
chr12,-,10847044,10847367,302,13,0,0,0,0.959,1.000,0.959,"PRH1-PRR4,PRR4"
chr12,+,14434336,14434423,17,6,0,0,0,0.739,1.000,0.739,ATF7IP
chr12,-,14944775,14944839,459,18,0,0,0,0.962,1.000,0.962,ARHGDIB
chr12,+,18286846,18286929,4,4,0,0,0,0.500,1.000,0.500,PIK3C2G
chr12,-,18736220,18736344,28,5,0,0,0,0.848,1.000,0.848,PLCZ1
chr12,-,21334587,21334704,12,7,0,0,0,0.632,1.000,0.632,SLCO1A2
chr12,-,25956638,25956761,7,6,0,0,0,0.538,1.000,0.538,RASSF8-AS1
chr12,+,26055235,26055446,16,12,0,0,0,0.571,1.000,0.571,RASSF8
chr12,-,30714958,30715141,8,11,0,0,0,0.421,1.000,0.421,CAPRIN2
chr12,+,31078389,31078537,49,5,0,0,0,0.907,1.000,0.907,DDX11
chr12,+,31101026,31101130,25,4,0,0,0,0.862,1.000,0.862,DDX11
chr12,+,39640954,39640994,8,4,0,0,0,0.667,1.000,0.667,C12orf40
chr12,-,42472384,42472564,49,8,0,0,0,0.860,1.000,0.860,PRICKLE1
chr12,-,48153367,48153529,132,45,0,0,0,0.746,1.000,0.746,ASB8
chr12,-,48840012,48840106,580,9,0,0,0,0.985,1.000,0.985,DDX23
chr12,-,49005305,49005364,255,15,0,0,0,0.944,1.000,0.944,PRKAG1
chr12,-,49069034,49069106,18,4,0,0,0,0.818,1.000,0.818,RHEBL1
chr12,-,49186309,49186458,3469,10,0,0,0,0.997,1.000,0.997,TUBA1A
chr12,-,50181903,50182037,31,4,0,0,0,0.886,1.000,0.886,LIMA1
chr12,+,50427761,50427909,49,10,0,0,0,0.831,1.000,0.831,LARP4
chr12,+,50428934,50429090,48,4,0,0,0,0.923,1.000,0.923,LARP4
chr12,+,52949172,52949590,27,6,0,0,0,0.818,1.000,0.818,KRT18
chr12,+,53039237,53039343,155,6,0,0,0,0.963,1.000,0.963,EIF4B
chr12,-,53173727,53173770,23,7,0,0,0,0.767,1.000,0.767,CSAD
chr12,+,53462492,53462567,199,124,0,0,0,0.616,1.000,0.616,"RP11-793H13.8,PCBP2"
chr12,+,53468776,53468832,178,24,0,0,0,0.881,1.000,0.881,PCBP2
chr12,+,53503712,53503808,65,12,0,0,0,0.844,1.000,0.844,TARBP2
chr12,-,53669870,53669948,465,4,0,0,0,0.991,1.000,0.991,ATP5G2
chr12,-,53723592,53723783,443,10,0,0,0,0.978,1.000,0.978,CALCOCO1
chr12,-,53725086,53725266,629,5,0,0,0,0.992,1.000,0.992,CALCOCO1
chr12,-,53965963,53966087,6,4,0,0,0,0.600,1.000,0.600,HOTAIR
chr12,-,54967842,54967892,83,10,0,0,0,0.892,1.000,0.892,TESPA1
chr12,-,55726889,55726964,801,21,0,0,0,0.974,1.000,0.974,CD63
chr12,-,55955273,55955361,96,4,0,0,0,0.960,1.000,0.960,PMEL
chr12,-,55955778,55955863,116,7,0,0,0,0.943,1.000,0.943,PMEL
chr12,+,56134109,56134181,55,9,0,0,0,0.859,1.000,0.859,ESYT1
chr12,-,56172584,56172704,52,4,0,0,0,0.929,1.000,0.929,SMARCC2
chr12,-,56185029,56185111,168,4,0,0,0,0.977,1.000,0.977,SMARCC2
chr12,-,56275995,56276195,109,13,0,0,0,0.893,1.000,0.893,CS
chr12,-,56355707,56355803,103,19,0,0,0,0.844,1.000,0.844,STAT2
chr12,-,56356131,56356285,127,8,0,0,0,0.941,1.000,0.941,STAT2
chr12,-,56599128,56599358,32,4,0,0,0,0.889,1.000,0.889,BAZ2A
chr12,-,56687997,56688026,2,5,0,0,0,0.286,1.000,0.286,onlyEST
chr12,-,56713536,56713683,1068,4,0,0,0,0.996,1.000,0.996,NACA
chr12,-,56724451,56724523,792,31,0,0,0,0.962,1.000,0.962,NACA
chr12,-,57477458,57477680,179,41,0,0,0,0.814,1.000,0.814,ARHGAP9
chr12,+,57528146,57528560,10,5,0,0,0,0.667,1.000,0.667,MBD6
chr12,-,57823903,57824089,48,6,0,0,0,0.889,1.000,0.889,CTDSP2
chr12,-,66153339,66153448,168,5,0,0,0,0.971,1.000,0.971,"TMBIM4,RP11-745O10.4"
chr12,+,69262372,69262562,19,9,0,0,0,0.679,1.000,0.679,CPSF6
chr12,+,79292007,79292130,37,5,0,0,0,0.881,1.000,0.881,SYT1
chr12,+,81292342,81292524,6,7,0,0,0,0.462,1.000,0.462,RP11-121G22.3
chr12,+,85038149,85038308,7,8,0,0,0,0.467,1.000,0.467,LRRIQ1
chr12,+,93398770,93398855,40,34,0,0,0,0.541,1.000,0.541,NUDT4
chr12,-,93410733,93410874,440,6,0,0,0,0.987,1.000,0.987,UBE2N
chr12,+,98593974,98594135,1642,95,0,0,0,0.945,1.000,0.945,SLC25A3
chr12,-,100157164,100157445,9,4,0,0,0,0.692,1.000,0.692,onlyEST
chr12,-,101737802,101737948,9,5,0,0,0,0.643,1.000,0.643,SYCP3
chr12,-,102039867,102039978,58,7,0,0,0,0.892,1.000,0.892,CCDC53
chr12,+,106686883,106687097,148,6,0,0,0,0.961,1.000,0.961,RFX4
chr12,-,109092506,109092937,11,8,0,0,0,0.579,1.000,0.579,ALKBH2
chr12,+,110027704,110027766,16,6,0,0,0,0.727,1.000,0.727,ANKRD13A
chr12,-,110724659,110724764,152,6,0,0,0,0.962,1.000,0.962,PPP1CC
chr12,-,112176595,112176702,7,4,0,0,0,0.636,1.000,0.636,HECTD4
chr12,-,113105713,113105886,8,7,0,0,0,0.533,1.000,0.533,RASAL1
chr12,-,119718698,119718816,5,5,0,0,0,0.500,1.000,0.500,CIT
chr12,+,120496415,120496553,928,65,0,0,0,0.935,1.000,0.935,DYNLL1
chr12,+,120534657,120534968,3,12,0,0,0,0.200,1.000,0.200,RNF10
chr12,-,121005002,121005093,99,5,0,0,0,0.952,1.000,0.952,C12orf43
chr12,+,121915855,121915944,83,7,0,0,0,0.922,1.000,0.922,PSMD9
chr12,-,122508217,122508447,20,11,0,0,0,0.645,1.000,0.645,RSRC2
chr12,-,122518838,122519029,134,10,0,0,0,0.931,1.000,0.931,RSRC2
chr12,+,123609938,123610128,23,4,0,0,0,0.852,1.000,0.852,DDX55
chr12,-,124332318,124332467,33,6,0,0,0,0.846,1.000,0.846,NCOR2
chr12,-,124362125,124362297,9,4,0,0,0,0.692,1.000,0.692,NCOR2
chr12,+,131979696,131979793,8,4,0,0,0,0.667,1.000,0.667,EP400
chr12,+,132104566,132105304,3,4,0,0,0,0.429,1.000,0.429,EP400NL
chr12,-,132140830,132141020,45,4,0,0,0,0.918,1.000,0.918,DDX51
chr12,+,132717989,132718120,12,11,0,0,0,0.522,1.000,0.522,PGAM5
chr12,+,133041277,133041482,36,7,0,0,0,0.837,1.000,0.837,ZNF84
chr12,+,133083465,133083561,71,4,0,0,0,0.947,1.000,0.947,ZNF140
chr13,+,26401465,26401624,13,8,0,0,0,0.619,1.000,0.619,CDK8
chr13,+,27430532,27430621,176,4,0,0,0,0.978,1.000,0.978,GTF3A
chr13,-,27445087,27445156,80,6,0,0,0,0.930,1.000,0.930,MTIF3
chr13,+,36433035,36433221,33,25,0,0,0,0.569,1.000,0.569,CCNA1
chr13,+,37005919,37006025,165,5,0,0,0,0.971,1.000,0.971,EXOSC8
chr13,+,37008056,37008177,72,5,0,0,0,0.935,1.000,0.935,EXOSC8
chr13,+,42784053,42784166,42,11,0,0,0,0.792,1.000,0.792,FAM216B
chr13,+,45480124,45480290,15,7,0,0,0,0.682,1.000,0.682,COG3
chr13,-,46045390,46045516,33,16,0,0,0,0.673,1.000,0.673,ZC3H13
chr13,+,49997666,49997763,95,7,0,0,0,0.931,1.000,0.931,TRIM13
chr13,+,52661474,52661570,34,9,0,0,0,0.791,1.000,0.791,SUGT1
chr13,+,74554612,74554760,11,4,0,0,0,0.733,1.000,0.733,"LINC00347,RP11-285E18.2"
chr13,-,79354438,79354570,18,7,0,0,0,0.720,1.000,0.720,RBM26
chr13,+,105467052,105467141,7,6,0,0,0,0.538,1.000,0.538,DAOA
